name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
Igiser Mülbach 1 (Landquart 1),,,,Landquart-Fabriken,CH,0.5,Hydro,Run-of-river,,1978.0,,46.9593278102,9.57988985784,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Igiser Mülbach 2 (Landquart 2),,,,Landquart-Fabriken,CH,0.71,Hydro,Run-of-river,,1988.0,,46.95480199479999,9.566830333099999,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Mapragg,,,,Vadura,CH,279.9,Hydro,Pumped storage,,1977.0,,46.9484407976,9.4812988795,12W-0000000917-6,Renewable energy,Hydro,,,#NAME?; #NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sarelli,,,,Bad Ragaz,CH,90.0,Hydro,Reservoir,,1978.0,,46.9770980292,9.53865885488,12W-0000000917-6,Renewable energy,Hydro,,,#NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ragaz,,,,Ragaz,CH,0.7,Hydro,Run-of-river,,1956.0,,47.0000948296,9.501152888250001,,Renewable energy,Hydro,,,#NAME?;                                              ; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Jenins,,,,Jenins,CH,0.46,Hydro,Run-of-river,,1997.0,,46.9931780282,9.55480652195,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Valeis,,,,Vilters,CH,1.2,Hydro,Run-of-river,,2004.0,,47.0232622307,9.44809505335,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Grossbach,,,,"Wangs, Gaschiels",CH,0.7,Hydro,Run-of-river,,1993.0,,47.0258051067,9.441610965610002,,Renewable energy,Hydro,,,#NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sevelen,,,,Sevelen,CH,1.14,Hydro,Run-of-river,,1989.0,,47.1209036183,9.48300188061,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Buchs-Vorderberg,,,,"Buchs, Waldrand",CH,0.98,Hydro,Run-of-river,,1987.0,,47.149002234899996,9.44582705102,,Renewable energy,Hydro,,,#NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Buchs-Tobeläckerli,,,,"Buchs, Steig - Aspenhölzli",CH,0.69,Hydro,Run-of-river,,2013.0,,47.1562316902,9.46456548914,,Renewable energy,Hydro,,,#NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Buchs-Altendorf,,,,"Buchs, Altendorf",CH,3.56,Hydro,Run-of-river,,1987.0,,47.1569967916,9.46710077053,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Grabs (Bannwald),,,,"Grabs, Bannwald",CH,0.44,Hydro,Run-of-river,,1994.0,,47.17262767,9.41689346785,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Grabs (Löchli),,,,"Grabs, Löchli",CH,1.43,Hydro,Run-of-river,,1996.0,,47.175727094399996,9.430203648860001,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sennwald,,,,Sennwald,CH,1.22,Hydro,Run-of-river,,1990.0,,47.2615761557,9.49605409189,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Lienz,,,,Lienz,CH,0.38,Hydro,Run-of-river,,1989.0,,47.2751747537,9.525398933,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Blatten (SAK),,,,"Oberriet, Blatten",CH,0.38,Hydro,Run-of-river,,1989.0,,47.30770042100001,9.567283487180001,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Montlingen,,,,Montlingen,CH,0.38,Hydro,Run-of-river,,1989.0,,47.339240594399996,9.57926456954,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Gstaldenbach, Heiden",,,,"Heiden, Hinterlochen",CH,0.72,Hydro,Run-of-river,,1982.0,,,,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Lochmühle,,,,"Untereggen, Lochmüli",CH,0.63,Hydro,Run-of-river,,2003.0,,47.4603255412,9.43979811879,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Morgental (Abwasser),,,,Steinach,CH,1.2,Hydro,Run-of-river,,2014.0,,47.5005666197,9.42790432392,,Renewable energy,Hydro,,,#NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Schaffhausen,,,,Schaffhausen,CH,28.9,Hydro,Run-of-river,,1964.0,,47.6931243898,8.63042746026,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Engeweiher,,,,Schaffhausen,CH,5.0,Hydro,Pumped storage with natural inflow,,1993.0,,47.6934840779,8.630435553060003,,Renewable energy,Hydro,,,#NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Neuhausen,,,,Neuhausen,CH,5.6,Hydro,Run-of-river,,2011.0,,47.679880658500004,8.61494656661,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rheinau,,,,Rheinau,CH,36.8,Hydro,Run-of-river,,2005.0,,47.6389102371,8.601661178110001,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Giessen,,,,"Nesslau, unterer Giessenfall",CH,1.9,Hydro,Run-of-river,,2001.0,,47.2178452198,9.20939259186,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Nesslau (Ijentalerbach),,,,"Nesslau, Schneit",CH,1.25,Hydro,Run-of-river,,2010.0,,47.2216373141,9.18495516077,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Herrentöbeli,,,,Krummenau,CH,0.84,Hydro,Run-of-river,,1991.0,,47.2447757187,9.17791678684,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Trempel,,,,"Trempel, Ebnat-Kappel",CH,1.8,Hydro,Run-of-river,,2007.0,,47.24948836430001,9.16366835457,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Im Roos,,,,Ebnat - Kappel,CH,0.86,Hydro,Run-of-river,,2004.0,,47.258540279099996,9.12960201415,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Stadtbrücke, Lichtensteig",,,,Lichtensteig,CH,0.57,Hydro,Run-of-river,,2013.0,,47.3232416909,9.08494859192,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Dietfurt,,,,Bütschwil,CH,0.98,Hydro,Run-of-river,,2002.0,,47.3444435336,9.08070597557,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Soor,,,,Bütschwil,CH,0.98,Hydro,Run-of-river,,2001.0,,47.3564409783,9.07842778781,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Mülau,,,,Mülau bei Bazenheid Kirchberg,CH,1.37,Hydro,Run-of-river,,2010.0,,47.410872338999994,9.07811617053,,Renewable energy,Hydro,,,- Ersatz alte Zentrale Mülau im Jahr 2010;  ; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Niederglatt-Gossau,,,,Glattmüli,CH,0.35,Hydro,Run-of-river,,1967.0,,47.4314001196,9.17553013871,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bischofszell,,,,Bischofszell,CH,1.02,Hydro,Run-of-river,,1935.0,,47.4930279409,9.23422119529,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Seealp - Wasserauen,,,,Rässenaueli,CH,2.5,Hydro,Reservoir,,2005.0,,47.280704038900005,9.42116368952,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rossfall,,,,Urnäsch,CH,0.38,Hydro,Run-of-river,,1991.0,,47.2868596876,9.27779379793,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
EW Zürchersmühle,,,,Urnäsch,CH,0.36,Hydro,Run-of-river,,1987.0,,47.3318002224,9.29178339624,,Renewable energy,Hydro,,,#NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kubel,,,,St. Gallen,CH,15.0,Hydro,Run-of-river,,1976.0,,47.4019094764,9.32364063827,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sittertal,,,,"St. Gallen, Sittertal",CH,0.46,Hydro,Run-of-river,,2007.0,,47.41001052399999,9.32339732284,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kraftwerk Grafenau,,,,"St. Gallen, Grafenau",CH,0.31,Hydro,Run-of-river,,2018.0,,,,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Burentobel,,,,St. Gallen,CH,0.3,Hydro,Run-of-river,,2008.0,,47.4191628646,9.34135118586,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Erlenholz,,,,Wittenbach,CH,0.48,Hydro,Run-of-river,,2003.0,,47.4572264157,9.36804900144,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Thurfeld,,,,Schönenberg,CH,1.7,Hydro,Run-of-river,,2011.0,,47.5192647047,9.20708697249,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Au-Schönenberg,,,,Schönenberg an der Thur,CH,2.3,Hydro,Run-of-river,,2002.0,,47.5239809806,9.18679102533,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bürglen (Säge),,,,Bürglen,CH,0.44,Hydro,Run-of-river,,2008.0,,47.547257475,9.15221424841,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kleinwasserkraftwerk Bürglen,,,,Bürglen,CH,0.99,Hydro,Run-of-river,,2016.0,,,,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Thur,,,,Bürglen,CH,0.7,Hydro,Run-of-river,,1976.0,,47.55027582939999,9.1427446335,,Renewable energy,Hydro,,,"- Thur 1 und Thur 2 sind in der Zentrale Thur zusammengefasst.  ; - Rechtsgrundlagen:  Konzessionsablauf Thur 1 = 2036, Konzessionsablauf Thur 2 = 2027.            ;                     	             ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Weinfelden (Model),,,,Weinfelden,CH,0.4,Hydro,Run-of-river,,1948.0,,47.5608510601,9.1021506291,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Weinfelden (Mühle),,,,Weinfelden,CH,0.4,Hydro,Run-of-river,,1948.0,,47.560718853599994,9.09882399502,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Widen,,,,"Weinfelden, untere Widen",CH,0.83,Hydro,Run-of-river,,1989.0,,47.5647136507,9.07728471582,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Murkart,,,,Matzingen,CH,0.34,Hydro,Run-of-river,,2008.0,,47.5374877465,8.91438251912,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Schlossmühle, Frauenfeld",,,,"Frauenfeld, Schlossmühlestr.",CH,0.31,Hydro,Run-of-river,,2012.0,,47.5538872916,8.89796299427,,Renewable energy,Hydro,,,#NAME?; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kollbrunn,,,,"Kollbrunn, Gmde. Zell",CH,0.37,Hydro,Run-of-river,,2010.0,,47.459283301800006,8.76883185531,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sennhof,,,,"Sennhof, Illnau-Effretikon",CH,0.47,Hydro,Run-of-river,,2014.0,,47.4661750376,8.75613687859,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Pfungen,,,,Neftenbach,CH,0.35,Hydro,Run-of-river,,1994.0,,47.5214894015,8.64091948594,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Hard Wülflingen,,,,"Hard, Wülflingen in Winterthur",CH,0.58,Hydro,Run-of-river,,2015.0,,47.51790558770001,8.67376758421,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Freienstein,,,,Freienstein,CH,0.6,Hydro,Run-of-river,,2004.0,,47.528692361000004,8.58703091713,,Renewable energy,Hydro,,,- Ersatz alte Zentrale Freienstein im Jahr 2004; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Trümpler,,,,Oberuster,CH,0.42,Hydro,Run-of-river,,2000.0,,47.3456402562,8.73992340849,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Eglisau,,,,Zweidlen,CH,46.9,Hydro,Run-of-river,,2012.0,,47.5749161402,8.47332208664,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Reckingen,,,,Reckingen,CH,39.5,Hydro,Run-of-river,,2004.0,,47.571007154899995,8.3380806201,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wunderklingen,,,,Hallau,CH,0.42,Hydro,Run-of-river,,1968.0,,47.6978059267,8.4073779118,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Albbruck-Dogern,,,,Leibstadt,CH,28.4,Hydro,Run-of-river,,2009.0,,47.58581763,8.13293948536,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Laufenburg,,,,Laufenburg,CH,110.0,Hydro,Run-of-river,,1992.0,,47.5558907696,8.04884507333,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rheinkraftwerk Säckingen,,,,Bad Säckingen,CH,73.6,Hydro,Run-of-river,,1966.0,,47.557867416099995,7.95679136018,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ryburg-Schwörstadt,,,,Schwörstadt,CH,120.0,Hydro,Run-of-river,,1984.0,,47.5863232345,7.833437892889999,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ryburg-Schwörstadt Lockstromz.,,,,"Schwörstaddt, KW Ryburg-Schw.",CH,0.35,Hydro,Run-of-river,,2014.0,,47.587400646599995,7.83397764783,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rheinfelden,,,,Rheinfelden,CH,100.0,Hydro,Run-of-river,,2010.0,,47.5688531592,7.8129757269,12W-0000000080-7,Renewable energy,Hydro,,,- Ersatz alte Zentrale Rheinfelden im Jahr 2010;  ; ,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rheinfelden-Dotierzentrale,,,,Rheinfelden,CH,1.8,Hydro,Run-of-river,,2011.0,,47.5688531592,7.8129757269,12W-0000000080-7,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Augst,,,,Augst,CH,35.0,Hydro,Run-of-river,,1994.0,,47.53676241229999,7.709688480780001,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wyhlen,,,,Grenzach-Wyhlen,CH,38.5,Hydro,Run-of-river,,1994.0,,47.5387456625,7.707706332330001,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Birsfelden,,,,Birsfelden,CH,100.0,Hydro,Run-of-river,,1999.0,,47.5598609367,7.626364605560001,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Moutier,,,,Gorges de Court,CH,0.92,Hydro,Run-of-river,,1979.0,,47.2656875543,7.349039420739999,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Choindez,,,,Choindez,CH,0.58,Hydro,Run-of-river,,2003.0,,47.322282154300005,7.378440813839999,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Blanches-Fontaines Undervelier,,,,"Undervelier, Blanches-Fontaine",CH,0.32,Hydro,Run-of-river,,2001.0,,47.2948384497,7.221276989319999,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bassecourt,,,,"Chez Theurillat, Haute-Sorne",CH,1.03,Hydro,Run-of-river,,2001.0,,47.331015928999996,7.231977248710001,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bellerive,,,,Soyhières,CH,0.52,Hydro,Run-of-river,,2002.0,,47.38280212229999,7.35916951758,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Juramill,,,,Laufen,CH,0.35,Hydro,Run-of-river,,1997.0,,47.4105191351,7.494670152060001,,Renewable energy,Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
